Folio,Line,Tokens_Count,Z_mean_index,Z_max_index,Thold_sec,Clock_Hz,Coherence_C_Star,Status
f1r,5,10,5.9019,7.1922,2.9294,0.0416,0.4924,UNSTABLE
f1r,24,10,7.9533,20.0696,6.0659,0.0416,0.6378,UNSTABLE
f1r,25,9,6.8903,11.0728,3.863,0.0416,0.5734,UNSTABLE
f1r,26,9,6.2752,12.3291,4.7229,0.0416,0.5054,UNSTABLE
f1r,27,7,11.3447,26.4508,5.6047,0.0416,0.6573,UNSTABLE
f1r,28,5,7.1453,8.998,3.0271,0.0416,0.6765,UNSTABLE
f1r,29,1,14.4,14.4,2.4038,0.0416,0.6,UNSTABLE
f1r,31,9,7.6605,18.0,5.6483,0.0416,0.6553,UNSTABLE
f1r,32,9,8.2399,17.4838,5.1006,0.0416,0.4828,UNSTABLE
f1r,33,4,6.7153,8.932,3.1973,0.0416,0.8511,UNSTABLE
f1r,34,3,6.6741,14.3945,5.1845,0.0416,0.4782,UNSTABLE
f1r,36,7,8.5613,15.2545,4.2831,0.0416,0.5367,UNSTABLE
f1r,37,8,8.0723,12.9554,3.858,0.0416,0.7739,UNSTABLE
f1r,38,9,6.8792,17.9981,6.2892,0.0416,0.4293,UNSTABLE
f1r,39,10,7.0294,27.0939,9.2653,0.0416,0.3557,UNSTABLE
f1r,40,11,5.5074,9.885,4.3145,0.0416,0.7343,UNSTABLE
f1r,41,10,5.1795,9.6407,4.4743,0.0416,0.5224,UNSTABLE
f1r,42,7,11.0444,25.9326,5.6443,0.0416,0.4555,UNSTABLE
f1r,43,8,7.0948,12.5955,4.2676,0.0416,0.738,UNSTABLE
f1r,44,8,10.7636,17.6466,3.941,0.0416,0.566,UNSTABLE
f1r,45,5,5.3806,8.6683,3.8726,0.0416,0.5724,UNSTABLE
f1r,46,2,10.3718,15.9436,3.6952,0.0416,0.7903,UNSTABLE
f1r,48,9,8.7861,16.1983,4.4318,0.0416,0.5254,UNSTABLE
f1r,49,10,5.4107,8.8733,3.9422,0.0416,0.5659,UNSTABLE
f1r,50,10,5.8306,12.9459,5.3374,0.0416,0.6702,UNSTABLE
f1r,51,9,9.001,19.4379,5.1912,0.0416,0.6778,UNSTABLE
f1r,52,8,9.4844,22.6719,5.7462,0.0416,0.451,UNSTABLE
f1r,53,5,7.4046,10.4019,3.3769,0.0416,0.6271,UNSTABLE
f1r,54,1,12.0,12.0,2.4038,0.0416,0.6,UNSTABLE
f1v,57,10,5.9019,7.1922,2.9294,0.0416,0.4924,UNSTABLE
f1v,66,5,12.1224,23.9698,4.7532,0.0416,0.5034,UNSTABLE
f1v,67,7,9.7136,19.5307,4.8333,0.0416,0.4984,UNSTABLE
f1v,68,6,11.378,21.8187,4.6097,0.0416,0.5129,UNSTABLE
f1v,69,5,11.6684,21.5952,4.4489,0.0416,0.5242,UNSTABLE
f1v,71,8,8.8831,21.1433,5.7216,0.0416,0.6521,UNSTABLE
f1v,72,8,12.3317,44.4009,8.6552,0.0416,0.3666,UNSTABLE
f1v,73,11,9.5878,20.3526,5.1028,0.0416,0.4827,UNSTABLE
f1v,74,8,10.0163,17.28,4.1471,0.0416,0.7478,UNSTABLE
f1v,75,9,9.5479,19.6851,4.956,0.0416,0.491,UNSTABLE
f1v,76,6,10.7267,25.0541,5.6146,0.0416,0.4569,UNSTABLE
f2r,79,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f2r,86,5,10.5348,15.2966,3.4904,0.0416,0.8132,UNSTABLE
f2r,87,4,10.3261,19.2,4.4696,0.0416,0.5227,UNSTABLE
f2r,88,4,13.6334,32.4,5.7128,0.0416,0.4525,UNSTABLE
f2r,89,3,15.8347,33.6,5.1008,0.0416,0.4828,UNSTABLE
f2r,90,3,12.614,28.2442,5.3825,0.0416,0.468,UNSTABLE
f2r,91,5,14.1586,34.2426,5.8137,0.0416,0.6481,UNSTABLE
f2r,92,3,14.9473,35.9862,5.7873,0.0416,0.6492,UNSTABLE
f2r,94,8,8.6524,20.882,5.8015,0.0416,0.6486,UNSTABLE
f2r,95,8,10.1539,22.6222,5.3556,0.0416,0.6693,UNSTABLE
f2r,96,8,8.8839,23.3917,6.3294,0.0416,0.6279,UNSTABLE
f2r,97,8,5.8941,11.3111,4.6131,0.0416,0.5127,UNSTABLE
f2r,98,10,5.3972,10.0348,4.4694,0.0416,0.5227,UNSTABLE
f2r,99,5,7.6037,15.6029,4.9327,0.0416,0.6924,UNSTABLE
f2r,100,1,7.2,7.2,2.4038,0.0416,0.8,UNSTABLE
f2r,101,3,3.4755,3.6,2.4899,0.0416,0.7792,UNSTABLE
f2v,104,10,5.9019,7.1922,2.9294,0.0416,0.4924,UNSTABLE
f2v,111,5,9.9742,19.7956,4.7708,0.0416,0.5023,UNSTABLE
f2v,112,7,12.7541,33.7654,6.364,0.0416,0.6266,UNSTABLE
f2v,113,7,8.9545,27.2852,7.3247,0.0416,0.5969,UNSTABLE
f2v,114,4,8.8309,19.6504,5.349,0.0416,0.4696,UNSTABLE
f2v,116,7,11.1041,28.9905,6.2759,0.0416,0.4298,UNSTABLE
f2v,117,9,5.5639,9.8402,4.2514,0.0416,0.5393,UNSTABLE
f2v,118,6,12.3028,26.8437,5.245,0.0416,0.675,UNSTABLE
f2v,119,5,9.0298,15.6029,4.1537,0.0416,0.5472,UNSTABLE
f3r,122,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f3r,129,5,9.7515,13.4427,3.3138,0.0416,0.6352,UNSTABLE
f3r,130,5,8.2666,22.6749,6.5936,0.0416,0.4187,UNSTABLE
f3r,131,5,8.0204,18.8197,5.6406,0.0416,0.6557,UNSTABLE
f3r,132,6,5.8083,7.1583,2.9626,0.0416,0.6868,UNSTABLE
f3r,133,5,7.7668,10.8,3.3426,0.0416,0.8315,UNSTABLE
f3r,134,4,7.2904,12.5048,4.1232,0.0416,0.5498,UNSTABLE
f3r,135,5,9.4002,18.8197,4.8126,0.0416,0.4997,UNSTABLE
f3r,136,5,6.0176,9.7178,3.8819,0.0416,0.5715,UNSTABLE
f3r,137,5,7.1204,13.697,4.6241,0.0416,0.5119,UNSTABLE
f3r,138,2,13.029,21.2581,3.9221,0.0416,0.5677,UNSTABLE
f3r,140,5,7.9111,10.8,3.2816,0.0416,0.8395,UNSTABLE
f3r,141,4,19.2979,31.6241,3.9393,0.0416,0.7661,UNSTABLE
f3r,142,5,17.2072,22.6749,3.1677,0.0416,0.6553,UNSTABLE
f3r,143,4,15.9356,28.9396,4.3655,0.0416,0.7304,UNSTABLE
f3r,145,7,8.9956,22.8817,6.1145,0.0416,0.4359,UNSTABLE
f3r,146,8,10.4627,19.3779,4.4522,0.0416,0.724,UNSTABLE
f3r,147,5,13.8542,29.1535,5.0584,0.0416,0.6851,UNSTABLE
f3r,149,5,18.5633,34.673,4.49,0.0416,0.5212,UNSTABLE
f3r,150,7,14.2612,42.9741,7.2437,0.0416,0.3991,UNSTABLE
f3r,151,8,6.6971,20.0831,7.2086,0.0416,0.4001,UNSTABLE
f3v,154,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f3v,161,8,6.2269,14.7055,5.6769,0.0416,0.4541,UNSTABLE
f3v,162,6,13.1457,18.4856,3.3803,0.0416,0.6267,UNSTABLE
f3v,163,7,8.8183,13.6426,3.7189,0.0416,0.7878,UNSTABLE
f3v,164,8,7.6335,12.9554,4.0797,0.0416,0.5535,UNSTABLE
f3v,165,5,9.158,13.8692,3.6405,0.0416,0.5962,UNSTABLE
f3v,166,5,6.447,12.5972,4.697,0.0416,0.5071,UNSTABLE
f3v,168,5,5.5835,8.998,3.8738,0.0416,0.5723,UNSTABLE
f3v,169,5,7.7703,12.5972,3.8971,0.0416,0.5701,UNSTABLE
f3v,170,5,9.7971,15.4092,3.7808,0.0416,0.5815,UNSTABLE
f3v,171,6,10.2792,21.1474,4.9454,0.0416,0.6916,UNSTABLE
f3v,172,6,6.4576,10.2698,3.8229,0.0416,0.5773,UNSTABLE
f3v,173,6,6.2113,10.2698,3.9745,0.0416,0.5629,UNSTABLE
f3v,174,6,8.1493,18.1263,5.3468,0.0416,0.6698,UNSTABLE
f3v,175,3,8.8878,16.1938,4.3798,0.0416,0.5293,UNSTABLE
f4r,178,10,5.9019,7.1922,2.9294,0.0416,0.4924,UNSTABLE
f4r,185,7,13.6938,41.9799,7.3693,0.0416,0.3957,UNSTABLE
f4r,186,8,7.3988,13.5481,4.4017,0.0416,0.7277,UNSTABLE
f4r,187,6,12.5961,47.9925,9.1589,0.0416,0.3575,UNSTABLE
f4r,188,5,12.8185,23.76,4.4557,0.0416,0.7237,UNSTABLE
f4r,190,3,12.0086,17.4307,3.4892,0.0416,0.6134,UNSTABLE
f4r,191,3,9.364,14.3945,3.6952,0.0416,0.5903,UNSTABLE
f4r,192,4,9.0313,15.12,4.0245,0.0416,0.7584,UNSTABLE
f4r,193,5,6.9114,12.1356,4.2209,0.0416,0.7417,UNSTABLE
f4r,194,4,6.9816,10.7531,3.7024,0.0416,0.7896,UNSTABLE
f4r,195,4,6.6057,12.2983,4.4754,0.0416,0.5223,UNSTABLE
f4r,196,3,15.6402,19.44,2.9879,0.0416,0.6827,UNSTABLE
f4r,197,3,4.4133,5.3979,2.9402,0.0416,0.6906,UNSTABLE
f4r,198,2,8.586,14.1721,3.9678,0.0416,0.7635,UNSTABLE
f4v,201,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f4v,208,5,11.206,20.8038,4.4627,0.0416,0.5232,UNSTABLE
f4v,209,7,8.0343,22.8817,6.8462,0.0416,0.4107,UNSTABLE
f4v,210,6,11.7025,47.366,9.7296,0.0416,0.5482,UNSTABLE
f4v,211,5,13.8755,23.76,4.1163,0.0416,0.7504,UNSTABLE
f4v,212,6,14.4755,56.2471,9.3405,0.0416,0.3544,UNSTABLE
f4v,213,3,11.5638,16.1938,3.3663,0.0416,0.4285,UNSTABLE
f4v,215,5,9.7805,19.7956,4.8653,0.0416,0.4964,UNSTABLE
f4v,216,6,6.2196,9.8679,3.8139,0.0416,0.5782,UNSTABLE
f4v,217,4,14.2569,34.56,5.8272,0.0416,0.6475,UNSTABLE
f4v,218,4,12.9856,23.2232,4.299,0.0416,0.5355,UNSTABLE
f4v,219,5,11.4533,34.3263,7.2045,0.0416,0.4002,UNSTABLE
f4v,220,5,12.805,22.5375,4.2309,0.0416,0.7409,UNSTABLE
f4v,221,6,7.1903,12.527,4.188,0.0416,0.5444,UNSTABLE
f4v,222,3,11.5638,16.1938,3.3663,0.0416,0.4285,UNSTABLE
f5r,225,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f5r,232,7,9.4046,14.3521,3.6684,0.0416,0.5932,UNSTABLE
f5r,233,9,12.5638,41.8722,8.0114,0.0416,0.58,UNSTABLE
f5r,234,7,11.77,21.9665,4.4863,0.0416,0.7215,UNSTABLE
f5r,235,6,6.866,16.4465,5.7581,0.0416,0.4505,UNSTABLE
f5r,237,8,10.3007,21.9261,5.1168,0.0416,0.6819,UNSTABLE
f5r,238,8,12.2574,25.372,4.9758,0.0416,0.4899,UNSTABLE
f5r,239,4,12.842,15.812,2.9598,0.0416,0.4873,UNSTABLE
f5v,242,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f5v,249,8,6.7102,9.8036,3.512,0.0416,0.8107,UNSTABLE
f5v,250,8,6.6722,12.4572,4.4881,0.0416,0.5214,UNSTABLE
f5v,251,9,5.1673,12.96,6.029,0.0416,0.6392,UNSTABLE
f5v,252,7,10.8811,32.9497,7.2792,0.0416,0.5981,UNSTABLE
f5v,253,7,7.7485,11.5722,3.5901,0.0416,0.8017,UNSTABLE
f5v,254,3,9.7496,17.9931,4.4363,0.0416,0.7251,UNSTABLE
f6r,257,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f6r,264,8,8.692,27.0963,7.4937,0.0416,0.5925,UNSTABLE
f6r,265,7,6.4063,10.6781,4.0068,0.0416,0.76,UNSTABLE
f6r,266,7,6.6691,14.3521,5.1731,0.0416,0.4788,UNSTABLE
f6r,267,6,10.1761,24.885,5.8784,0.0416,0.4454,UNSTABLE
f6r,268,5,13.2722,24.2711,4.396,0.0416,0.5281,UNSTABLE
f6r,269,6,7.2055,13.1572,4.3894,0.0416,0.7286,UNSTABLE
f6r,270,7,7.8732,18.4175,5.6232,0.0416,0.6565,UNSTABLE
f6r,271,5,6.3122,8.5606,3.2601,0.0416,0.6424,UNSTABLE
f6r,272,5,8.1089,15.4092,4.568,0.0416,0.5157,UNSTABLE
f6r,273,6,5.7285,10.665,4.4753,0.0416,0.5223,UNSTABLE
f6r,274,4,6.4691,9.217,3.4249,0.0416,0.6211,UNSTABLE
f6r,275,5,5.2538,8.5606,3.9169,0.0416,0.7682,UNSTABLE
f6r,276,3,10.398,15.12,3.4955,0.0416,0.6126,UNSTABLE
f6r,277,3,8.9427,17.9931,4.8367,0.0416,0.4982,UNSTABLE
f6v,280,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f6v,288,11,9.5622,29.6549,7.4549,0.0416,0.3935,UNSTABLE
f6v,289,8,10.0893,25.372,6.045,0.0416,0.4386,UNSTABLE
f6v,290,7,13.7225,35.6955,6.253,0.0416,0.4307,UNSTABLE
f6v,291,9,7.9813,28.7894,8.6709,0.0416,0.3663,UNSTABLE
f6v,292,5,13.6631,26.0048,4.5752,0.0416,0.5152,UNSTABLE
f6v,294,4,10.6112,17.5689,3.9801,0.0416,0.5624,UNSTABLE
f6v,295,5,6.3895,8.998,3.3852,0.0416,0.8261,UNSTABLE
f6v,296,4,10.2811,18.9745,4.4365,0.0416,0.7251,UNSTABLE
f6v,297,4,5.8108,9.6,3.9714,0.0416,0.5632,UNSTABLE
f6v,298,3,11.2668,15.12,3.226,0.0416,0.8471,UNSTABLE
f6v,299,4,7.7624,16.0776,4.9788,0.0416,0.4897,UNSTABLE
f6v,300,4,9.8915,15.812,3.8426,0.0416,0.7753,UNSTABLE
f6v,301,6,4.0134,7.11,4.2585,0.0416,0.5387,UNSTABLE
f6v,302,4,10.0051,14.2912,3.4336,0.0416,0.8201,UNSTABLE
f6v,303,6,4.1079,8.4,4.9155,0.0416,0.6934,UNSTABLE
f6v,304,4,8.8596,15.812,4.2902,0.0416,0.5362,UNSTABLE
f6v,305,4,8.288,12.2983,3.567,0.0416,0.6043,UNSTABLE
f6v,306,3,8.2511,12.0,3.496,0.0416,0.6126,UNSTABLE
f6v,307,4,5.7078,7.6808,3.2348,0.0416,0.6459,UNSTABLE
f6v,308,4,7.7172,12.6496,3.9403,0.0416,0.766,UNSTABLE
f6v,309,3,7.6739,16.1938,5.0727,0.0416,0.4843,UNSTABLE
f7r,312,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f7r,319,6,11.775,16.7836,3.4263,0.0416,0.6209,UNSTABLE
f7r,320,8,7.9042,21.5923,6.5667,0.0416,0.4196,UNSTABLE
f7r,321,5,13.5414,25.6819,4.559,0.0416,0.5164,UNSTABLE
f7r,322,6,10.7529,23.2645,5.2008,0.0416,0.6773,UNSTABLE
f7r,323,1,20.4,20.4,2.4038,0.0416,0.6,UNSTABLE
f7r,325,4,14.1158,19.3557,3.2962,0.0416,0.6376,UNSTABLE
f7r,326,7,9.9341,21.5281,5.2094,0.0416,0.6769,UNSTABLE
f7r,327,7,13.0957,41.5471,7.6264,0.0416,0.5891,UNSTABLE
f7r,328,6,12.063,25.0541,4.9926,0.0416,0.6889,UNSTABLE
f7r,329,4,6.9355,16.0776,5.5725,0.0416,0.6588,UNSTABLE
f7v,332,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f7v,339,8,9.4889,19.029,4.8207,0.0416,0.6992,UNSTABLE
f7v,340,9,7.6766,16.1983,5.0723,0.0416,0.6843,UNSTABLE
f7v,341,9,7.7605,14.7638,4.5731,0.0416,0.7154,UNSTABLE
f7v,342,9,6.8364,11.3321,3.9846,0.0416,0.762,UNSTABLE
f7v,343,4,11.7132,16.5906,3.4048,0.0416,0.6236,UNSTABLE
f7v,345,7,11.1507,35.5214,7.6577,0.0416,0.3883,UNSTABLE
f7v,346,6,12.1989,28.5322,5.6224,0.0416,0.4565,UNSTABLE
f7v,347,6,14.4324,24.885,4.1448,0.0416,0.748,UNSTABLE
f7v,348,7,9.3622,25.9326,6.6585,0.0416,0.4166,UNSTABLE
f8r,351,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f8r,359,8,10.0464,29.953,7.167,0.0416,0.4012,UNSTABLE
f8r,360,7,7.9806,18.1849,5.4775,0.0416,0.4633,UNSTABLE
f8r,361,6,6.9803,12.527,4.314,0.0416,0.5343,UNSTABLE
f8r,362,8,8.317,22.9052,6.6202,0.0416,0.4179,UNSTABLE
f8r,363,9,7.6898,15.8517,4.9553,0.0416,0.4911,UNSTABLE
f8r,364,6,11.6025,23.4971,4.8682,0.0416,0.4963,UNSTABLE
f8r,365,4,5.7955,9.217,3.823,0.0416,0.5773,UNSTABLE
f8r,366,2,8.6003,12.4005,3.466,0.0416,0.4161,UNSTABLE
f8r,368,7,10.2018,24.8572,5.8571,0.0416,0.6462,UNSTABLE
f8r,369,7,11.0025,23.0817,5.0429,0.0416,0.686,UNSTABLE
f8r,370,7,8.511,23.0817,6.5192,0.0416,0.6212,UNSTABLE
f8r,371,2,27.8236,31.8871,2.7549,0.0416,0.7235,UNSTABLE
f8r,372,1,25.92,25.92,2.4038,0.0416,0.6,UNSTABLE
f8r,374,8,11.427,22.9052,4.8185,0.0416,0.6993,UNSTABLE
f8r,375,9,10.0126,23.2623,5.5849,0.0416,0.4583,UNSTABLE
f8r,376,6,12.1596,19.6854,3.8916,0.0416,0.5706,UNSTABLE
f8r,377,8,7.7856,14.7055,4.5404,0.0416,0.7177,UNSTABLE
f8r,378,7,7.6118,15.2545,4.8174,0.0416,0.4994,UNSTABLE
f8r,379,8,7.5037,17.6194,5.6444,0.0416,0.6555,UNSTABLE
f8r,380,5,8.1255,17.3365,5.1288,0.0416,0.4812,UNSTABLE
f8r,381,2,9.2003,12.4005,3.24,0.0416,0.6452,UNSTABLE
f8v,384,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f8v,392,8,10.1369,25.8478,6.1295,0.0416,0.6353,UNSTABLE
f8v,393,7,7.1834,12.5581,4.2024,0.0416,0.5432,UNSTABLE
f8v,394,7,10.1242,29.7571,7.0654,0.0416,0.6041,UNSTABLE
f8v,395,6,10.7007,26.408,5.9324,0.0416,0.6431,UNSTABLE
f8v,396,6,8.3332,20.1404,5.8098,0.0416,0.4483,UNSTABLE
f8v,397,5,7.6089,19.4172,6.1344,0.0416,0.6351,UNSTABLE
f8v,398,6,7.485,16.1382,5.1829,0.0416,0.4783,UNSTABLE
f8v,399,5,11.4298,34.56,7.2685,0.0416,0.3984,UNSTABLE
f8v,400,5,8.7506,22.4044,6.1546,0.0416,0.6343,UNSTABLE
f8v,401,4,12.2033,21.6,4.2548,0.0416,0.539,UNSTABLE
f8v,402,1,10.8,10.8,2.4038,0.0416,0.6,UNSTABLE
f8v,404,7,8.2918,19.5307,5.6621,0.0416,0.6547,UNSTABLE
f8v,405,6,13.4483,39.2737,7.02,0.0416,0.4055,UNSTABLE
f8v,406,8,8.7618,22.8752,6.2759,0.0416,0.4298,UNSTABLE
f8v,407,9,5.9203,12.2491,4.9736,0.0416,0.49,UNSTABLE
f8v,408,7,7.378,21.4913,7.0021,0.0416,0.406,UNSTABLE
f8v,409,3,8.2881,14.3945,4.1749,0.0416,0.7455,UNSTABLE
f9r,412,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f9r,419,9,6.2443,10.4993,4.0419,0.0416,0.5568,UNSTABLE
f9r,420,7,10.939,20.83,4.5774,0.0416,0.5151,UNSTABLE
f9r,421,8,9.1669,20.7207,5.4336,0.0416,0.4654,UNSTABLE
f9r,422,6,11.6991,26.6625,5.4784,0.0416,0.4633,UNSTABLE
f9r,423,9,7.2027,26.2406,8.7576,0.0416,0.5647,UNSTABLE
f9r,425,6,15.902,31.995,4.8366,0.0416,0.4982,UNSTABLE
f9r,426,8,9.146,22.3146,5.8649,0.0416,0.4459,UNSTABLE
f9r,427,7,13.9751,19.8308,3.4111,0.0416,0.8228,UNSTABLE
f9r,428,4,14.1288,16.0776,2.7354,0.0416,0.9273,UNSTABLE
f9r,429,3,10.4121,14.3945,3.3233,0.0416,0.634,UNSTABLE
f9v,432,10,5.9019,7.1922,2.9294,0.0416,0.4924,UNSTABLE
f9v,440,10,9.031,31.9439,8.5028,0.0416,0.5696,UNSTABLE
f9v,441,10,7.7924,16.3368,5.0397,0.0416,0.6862,UNSTABLE
f9v,442,8,8.052,31.5592,9.4217,0.0416,0.5531,UNSTABLE
f9v,443,6,7.5853,13.1572,4.1696,0.0416,0.7459,UNSTABLE
f9v,445,7,12.6177,30.6958,5.848,0.0416,0.4466,UNSTABLE
f9v,446,5,17.7238,46.7895,6.346,0.0416,0.4273,UNSTABLE
f9v,447,5,14.6163,43.3413,7.128,0.0416,0.6023,UNSTABLE
f9v,448,4,11.8129,21.4368,4.3622,0.0416,0.7306,UNSTABLE
f9v,449,5,8.3169,22.5375,6.514,0.0416,0.6214,UNSTABLE
f9v,450,5,6.05,7.4681,2.9673,0.0416,0.6861,UNSTABLE
f9v,451,3,14.4822,29.1488,4.8383,0.0416,0.4981,UNSTABLE
f9v,452,3,7.7503,12.5952,3.9065,0.0416,0.5692,UNSTABLE
f10r,455,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f10r,461,7,11.2147,13.6426,2.9242,0.0416,0.6932,UNSTABLE
f10r,462,9,7.7394,14.3985,4.4721,0.0416,0.7225,UNSTABLE
f10r,463,10,7.2951,19.4188,6.3988,0.0416,0.6254,UNSTABLE
f10r,464,9,6.9208,15.9928,5.5549,0.0416,0.4596,UNSTABLE
f10r,465,4,12.962,19.3557,3.5896,0.0416,0.8018,UNSTABLE
f10r,467,8,8.5685,25.9108,7.2691,0.0416,0.3984,UNSTABLE
f10r,468,7,8.502,18.2581,5.1623,0.0416,0.6794,UNSTABLE
f10r,469,7,9.1278,23.3222,6.142,0.0416,0.6348,UNSTABLE
f10r,470,6,5.3137,10.6902,4.8361,0.0416,0.4982,UNSTABLE
f10r,471,5,7.6941,12.1356,3.7915,0.0416,0.5804,UNSTABLE
f10r,472,4,14.1773,21.4368,3.6347,0.0416,0.5968,UNSTABLE
f10r,473,4,13.7847,25.7241,4.4859,0.0416,0.7215,UNSTABLE
f10v,476,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f10v,482,8,7.0275,12.686,4.3394,0.0416,0.7324,UNSTABLE
f10v,483,9,5.4364,9.511,4.2056,0.0416,0.743,UNSTABLE
f10v,484,6,7.2236,8.9479,2.9777,0.0416,0.6844,UNSTABLE
f10v,486,7,8.6656,22.3715,6.2059,0.0416,0.6324,UNSTABLE
f10v,487,7,12.0583,24.7123,4.9264,0.0416,0.6928,UNSTABLE
f10v,488,7,10.574,22.6046,5.1388,0.0416,0.6807,UNSTABLE
f10v,489,6,10.1436,16.7836,3.9774,0.0416,0.7626,UNSTABLE
f11r,492,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f11r,498,8,8.0883,9.6,2.8531,0.0416,0.7055,UNSTABLE
f11r,499,8,8.9052,18.0935,4.8841,0.0416,0.6953,UNSTABLE
f11r,500,10,7.1202,12.1758,4.1107,0.0416,0.7509,UNSTABLE
f11r,501,5,6.9596,13.8692,4.7904,0.0416,0.7011,UNSTABLE
f11r,503,8,7.9656,21.5923,6.5161,0.0416,0.6213,UNSTABLE
f11r,504,10,5.3197,8.3623,3.7787,0.0416,0.7817,UNSTABLE
f11r,505,4,11.3775,16.5906,3.5053,0.0416,0.6115,UNSTABLE
f11v,508,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f11v,515,6,14.3029,35.4337,5.9552,0.0416,0.4422,UNSTABLE
f11v,516,8,7.5515,19.1418,6.0934,0.0416,0.6367,UNSTABLE
f11v,517,7,12.9301,36.835,6.848,0.0416,0.6106,UNSTABLE
f11v,518,7,13.1539,35.5214,6.4914,0.0416,0.6222,UNSTABLE
f11v,519,1,2.4,2.4,2.4038,0.0416,0.6,UNSTABLE
f11v,520,7,8.2533,15.6498,4.5581,0.0416,0.5164,UNSTABLE
f11v,521,5,7.6954,17.3365,5.4154,0.0416,0.4663,UNSTABLE
f13r,526,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f13r,532,9,7.5726,19.4379,6.1703,0.0416,0.6337,UNSTABLE
f13r,533,11,7.3699,27.804,9.0688,0.0416,0.559,UNSTABLE
f13r,534,10,5.2108,8.697,4.0121,0.0416,0.5595,UNSTABLE
f13r,535,3,12.4078,16.1938,3.1373,0.0416,0.4597,UNSTABLE
f13r,537,7,10.6108,21.5281,4.8771,0.0416,0.4957,UNSTABLE
f13r,538,8,11.6295,34.4553,7.122,0.0416,0.6025,UNSTABLE
f13r,539,7,9.3383,22.6046,5.8188,0.0416,0.6479,UNSTABLE
f13r,540,6,12.6848,19.6854,3.7305,0.0416,0.7866,UNSTABLE
f13r,541,6,9.7572,24.885,6.1308,0.0416,0.4353,UNSTABLE
f13r,542,3,15.3478,32.3875,5.0727,0.0416,0.2843,UNSTABLE
f13v,545,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f13v,551,7,8.0958,9.6,2.8505,0.0416,0.906,UNSTABLE
f13v,552,6,9.6004,13.204,3.3061,0.0416,0.8362,UNSTABLE
f13v,553,5,10.1878,13.4427,3.1718,0.0416,0.6547,UNSTABLE
f13v,554,6,13.0948,20.7226,3.8041,0.0416,0.5791,UNSTABLE
f13v,555,2,11.406,14.1721,2.9868,0.0416,0.6829,UNSTABLE
f13v,557,6,13.5722,41.4453,7.3406,0.0416,0.5965,UNSTABLE
f13v,558,5,20.3105,48.5891,5.7507,0.0416,0.6508,UNSTABLE
f13v,559,5,10.4137,21.5952,4.9849,0.0416,0.6893,UNSTABLE
f13v,560,6,12.0751,23.1075,4.6001,0.0416,0.5135,UNSTABLE
f13v,561,5,6.5485,10.4019,3.8184,0.0416,0.5777,UNSTABLE
f14r,564,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f14r,570,5,5.9729,8.9618,3.6067,0.0416,0.7999,UNSTABLE
f14r,571,6,9.0398,19.3274,5.1395,0.0416,0.6806,UNSTABLE
f14r,572,5,5.3564,7.4681,3.3515,0.0416,0.8303,UNSTABLE
f14r,573,5,7.7836,14.4,4.4472,0.0416,0.7243,UNSTABLE
f14r,574,4,11.5123,19.2931,4.0285,0.0416,0.758,UNSTABLE
f14r,575,5,7.1951,12.3273,4.1185,0.0416,0.5502,UNSTABLE
f14r,576,3,8.4739,16.1938,4.5938,0.0416,0.514,UNSTABLE
f14r,578,6,7.0143,13.204,4.5251,0.0416,0.5187,UNSTABLE
f14r,579,6,14.1637,38.6549,6.5605,0.0416,0.4198,UNSTABLE
f14r,580,5,14.3185,32.9394,5.53,0.0416,0.4608,UNSTABLE
f14r,581,6,12.3714,41.4453,8.0531,0.0416,0.3791,UNSTABLE
f14r,582,5,10.0671,27.7384,6.6234,0.0416,0.4178,UNSTABLE
f14r,583,5,7.6661,15.6029,4.8925,0.0416,0.4948,UNSTABLE
f14v,586,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f14v,592,8,5.443,9.8036,4.3297,0.0416,0.7331,UNSTABLE
f14v,593,7,9.2476,13.6426,3.5463,0.0416,0.6067,UNSTABLE
f14v,594,7,9.1159,11.9373,3.1478,0.0416,0.8582,UNSTABLE
