Line_ID,Folio,Token_Count,Operator_Count,Z_t,Clock_Phase,C_star_t
5930,"f40v.13,+P0",0,7,31953,1.0501,0.6667
5931,"f40v.14,+P0",0,5,31958,1.0502,0.75
5932,"f40v.14,+P0",0,1,31959,1.0504,0.0
5933,"f40v.14,+P0",0,5,31964,1.0506,0.75
5934,"f40v.14,+P0",0,6,31970,1.0508,1.0
5935,"f40v.14,+P0",0,4,31974,1.0509,0.6667
5936,"f40v.14,+P0",0,7,31981,1.0511,0.8333
5937,"f40v.14,+P0",0,8,31989,1.0513,0.7143
5938,"f40v.14,+P0",0,2,31991,1.0515,0.0
5939,"f40v.14,+P0",0,4,31995,1.0517,1.0
5940,"f40v.15,+P0",0,7,32002,1.0518,0.6667
5941,"f40v.15,+P0",0,4,32006,1.052,1.0
5942,"f40v.15,+P0",0,2,32008,1.0522,1.0
5943,"f40v.15,+P0",0,5,32013,1.0524,0.75
5944,"f40v.15,+P0",0,7,32020,1.0525,0.6667
5945,"f40v.15,+P0",0,11,32031,1.0527,0.7
5946,"f40v.15,+P0",0,5,32036,1.0529,0.5
5947,"f40v.16,+P0",0,4,32040,1.0531,1.0
5948,"f40v.16,+P0",0,4,32044,1.0532,1.0
5949,"f40v.16,+P0",0,3,32047,1.0534,1.0
5950,"f40v.16,+P0",0,2,32049,1.0536,1.0
5951,"f40v.16,+P0",0,4,32053,1.0538,0.6667
5952,"f40v.16,+P0",0,4,32057,1.054,0.3333
5953,"f40v.16,+P0",0,4,32061,1.0541,1.0
5954,"f40v.16,+P0",0,6,32067,1.0543,0.8
5955,"f40v.16,+P0",0,5,32072,1.0545,0.5
5956,"f40v.17,+P0",0,6,32078,1.0547,0.8
5957,"f40v.17,+P0",0,7,32085,1.0548,0.8333
5958,"f40v.17,+P0",0,7,32092,1.055,0.6667
5959,"f40v.17,+P0",0,5,32097,1.0552,0.75
5960,"f40v.17,+P0",0,10,32107,1.0554,0.7778
5961,"f40v.17,+P0",0,2,32109,1.0555,1.0
5962,"f40v.17,+P0",0,2,32111,1.0557,0.0
5963,"f40v.18,+P0",0,5,32116,1.0559,0.75
5964,"f40v.18,+P0",0,5,32121,1.0561,0.5
5965,"f40v.18,+P0",0,6,32127,1.0563,0.6
5966,"f40v.18,+P0",0,4,32131,1.0564,0.6667
5967,"f40v.18,+P0",0,5,32136,1.0566,0.75
5968,"f40v.18,+P0",0,9,32145,1.0568,0.75
5969,"f40v.18,+P0",0,5,32150,1.057,0.75
5970,"f40v.19,+Pc",0,6,32156,1.0571,1.0
5971,"f40v.19,+Pc",0,6,32162,1.0573,0.8
5972,"f40v.19,+Pc",0,5,32167,1.0575,0.75
5973,"f40v.19,+Pc",0,5,32172,1.0577,1.0
5974,"f41r.1,@P0",0,12,32184,1.0579,0.7273
5975,"f41r.1,@P0",0,4,32188,1.058,0.6667
5976,"f41r.1,@P0",0,14,32202,1.0582,0.6923
5977,"f41r.1,@P0",0,2,32204,1.0584,0.0
5978,"f41r.1,@P0",0,8,32212,1.0586,0.8571
5979,"f41r.1,@P0",0,9,32221,1.0587,0.75
5980,"f41r.2,+P0",0,5,32226,1.0589,1.0
5981,"f41r.2,+P0",0,12,32238,1.0591,0.7273
5982,"f41r.2,+P0",0,7,32245,1.0593,1.0
5983,"f41r.2,+P0",0,5,32250,1.0594,0.75
5984,"f41r.2,+P0",0,6,32256,1.0596,0.6
5985,"f41r.2,+P0",0,5,32261,1.0598,0.75
5986,"f41r.2,+P0",0,4,32265,1.06,0.3333
5987,"f41r.2,+P0",0,6,32271,1.0602,0.8
5988,"f41r.2,+P0",0,2,32273,1.0603,1.0
5989,"f41r.3,+P0",0,3,32276,1.0605,0.5
5990,"f41r.3,+P0",0,2,32278,1.0607,1.0
5991,"f41r.3,+P0",0,4,32282,1.0609,1.0
5992,"f41r.3,+P0",0,16,32298,1.061,0.8667
5993,"f41r.3,+P0",0,6,32304,1.0612,0.8
5994,"f41r.3,+P0",0,7,32311,1.0614,0.6667
5995,"f41r.3,+P0",0,5,32316,1.0616,0.5
5996,"f41r.3,+P0",0,4,32320,1.0617,1.0
5997,"f41r.4,+P0",0,6,32326,1.0619,0.8
5998,"f41r.4,+P0",0,8,32334,1.0621,0.7143
5999,"f41r.4,+P0",0,7,32341,1.0623,1.0
6000,"f41r.4,+P0",0,10,32351,1.0625,0.8889
6001,"f41r.4,+P0",0,1,32352,1.0626,0.0
6002,"f41r.4,+P0",0,5,32357,1.0628,1.0
6003,"f41r.4,+P0",0,5,32362,1.063,0.5
6004,"f41r.4,+P0",0,4,32366,1.0632,0.6667
6005,"f41r.4,+P0",0,2,32368,1.0633,1.0
6006,"f41r.5,+P0",0,6,32374,1.0635,0.6
6007,"f41r.5,+P0",0,3,32377,1.0637,1.0
6008,"f41r.5,+P0",0,6,32383,1.0639,1.0
6009,"f41r.5,+P0",0,11,32394,1.064,0.9
6010,"f41r.5,+P0",0,3,32397,1.0642,0.5
6011,"f41r.5,+P0",0,6,32403,1.0644,1.0
6012,"f41r.5,+P0",0,6,32409,1.0646,0.8
6013,"f41r.6,+P0",0,6,32415,1.0648,0.8
6014,"f41r.6,+P0",0,8,32423,1.0649,1.0
6015,"f41r.6,+P0",0,6,32429,1.0651,0.6
6016,"f41r.6,+P0",0,7,32436,1.0653,0.8333
6017,"f41r.6,+P0",0,19,32455,1.0655,0.7778
6018,"f41r.6,+P0",0,5,32460,1.0656,0.5
6019,"f41r.6,+P0",0,5,32465,1.0658,1.0
6020,"f41r.7,+P0",0,7,32472,1.066,1.0
6021,"f41r.7,+P0",0,5,32477,1.0662,0.75
6022,"f41r.7,+P0",0,6,32483,1.0664,1.0
6023,"f41r.7,+P0",0,11,32494,1.0665,0.8
6024,"f41r.7,+P0",0,6,32500,1.0667,0.8
6025,"f41r.7,+P0",0,6,32506,1.0669,0.8
6026,"f41r.7,+P0",0,4,32510,1.0671,1.0
6027,"f41r.7,+P0",0,6,32516,1.0672,0.8
6028,"f41r.8,+P0",0,4,32520,1.0674,1.0
6029,"f41r.8,+P0",0,5,32525,1.0676,1.0
6030,"f41r.8,+P0",0,6,32531,1.0678,0.6
6031,"f41r.8,+P0",0,5,32536,1.0679,0.5
6032,"f41r.8,+P0",0,11,32547,1.0681,0.8
6033,"f41r.8,+P0",0,5,32552,1.0683,0.75
6034,"f41r.8,+P0",0,7,32559,1.0685,0.8333
6035,"f41r.8,+P0",0,7,32566,1.0687,1.0
6036,"f41r.9,+P0",0,7,32573,1.0688,0.8333
6037,"f41r.9,+P0",0,5,32578,1.069,0.75
6038,"f41r.9,+P0",0,7,32585,1.0692,0.8333
6039,"f41r.9,+P0",0,14,32599,1.0694,0.9231
6040,"f41r.9,+P0",0,6,32605,1.0695,0.8
6041,"f41r.9,+P0",0,5,32610,1.0697,0.75
6042,"f41r.9,+P0",0,4,32614,1.0699,1.0
6043,"f41r.9,+P0",0,2,32616,1.0701,1.0
6044,"f41r.9,+P0",0,5,32621,1.0702,0.75
6045,"f41r.10,+P0",0,5,32626,1.0704,0.5
6046,"f41r.10,+P0",0,5,32631,1.0706,1.0
6047,"f41r.10,+P0",0,7,32638,1.0708,0.8333
6048,"f41r.10,+P0",0,13,32651,1.071,0.8333
6049,"f41r.10,+P0",0,7,32658,1.0711,0.8333
6050,"f41r.10,+P0",0,6,32664,1.0713,0.8
6051,"f41r.10,+P0",0,5,32669,1.0715,0.5
6052,"f41r.11,+P0",0,5,32674,1.0717,1.0
6053,"f41r.11,+P0",0,6,32680,1.0718,1.0
6054,"f41r.11,+P0",0,8,32688,1.072,0.8571
6055,"f41r.11,+P0",0,6,32694,1.0722,0.8
6056,"f41v.1,@Lp",0,7,32701,1.0724,0.8333
6057,"f41v.2,+P0",0,7,32708,1.0725,1.0
6058,"f41v.2,+P0",0,9,32717,1.0727,0.625
6059,"f41v.2,+P0",0,6,32723,1.0729,0.8
6060,"f41v.2,+P0",0,16,32739,1.0731,0.8
6061,"f41v.2,+P0",0,9,32748,1.0733,0.625
6062,"f41v.2,+P0",0,7,32755,1.0734,1.0
6063,"f41v.2,+P0",0,5,32760,1.0736,0.75
6064,"f41v.2,+P0",0,3,32763,1.0738,1.0
6065,"f41v.3,+P0",0,6,32769,1.074,0.8
6066,"f41v.3,+P0",0,5,32774,1.0741,0.75
6067,"f41v.3,+P0",0,6,32780,1.0743,0.8
6068,"f41v.3,+P0",0,6,32786,1.0745,0.6
6069,"f41v.3,+P0",0,5,32791,1.0747,0.75
6070,"f41v.3,+P0",0,10,32801,1.0749,0.6667
6071,"f41v.3,+P0",0,5,32806,1.075,0.75
6072,"f41v.3,+P0",0,7,32813,1.0752,1.0
6073,"f41v.3,+P0",0,4,32817,1.0754,0.6667
6074,"f41v.3,+P0",0,4,32821,1.0756,0.6667
6075,"f41v.3,+P0",0,3,32824,1.0757,0.5
6076,"f41v.4,+P0",0,6,32830,1.0759,0.8
6077,"f41v.4,+P0",0,4,32834,1.0761,0.3333
6078,"f41v.4,+P0",0,7,32841,1.0763,0.8333
6079,"f41v.4,+P0",0,6,32847,1.0764,1.0
6080,"f41v.4,+P0",0,12,32859,1.0766,0.7273
6081,"f41v.4,+P0",0,7,32866,1.0768,0.8333
6082,"f41v.4,+P0",0,5,32871,1.077,0.5
6083,"f41v.4,+P0",0,5,32876,1.0772,0.75
6084,"f41v.4,+P0",0,6,32882,1.0773,0.8
6085,"f41v.5,+P0",0,6,32888,1.0775,1.0
6086,"f41v.5,+P0",0,6,32894,1.0777,0.8
6087,"f41v.5,+P0",0,5,32899,1.0779,0.75
6088,"f41v.5,+P0",0,2,32901,1.078,1.0
6089,"f41v.5,+P0",0,15,32916,1.0782,0.7857
6090,"f41v.5,+P0",0,6,32922,1.0784,0.8
6091,"f41v.5,+P0",0,7,32929,1.0786,0.8333
6092,"f41v.5,+P0",0,5,32934,1.0787,0.75
6093,"f41v.6,+P0",0,7,32941,1.0789,0.8333
6094,"f41v.6,+P0",0,2,32943,1.0791,1.0
6095,"f41v.6,+P0",0,5,32948,1.0793,1.0
6096,"f41v.6,+P0",0,6,32954,1.0795,1.0
6097,"f41v.6,+P0",0,4,32958,1.0796,0.6667
6098,"f41v.6,+P0",0,7,32965,1.0798,0.6667
6099,"f41v.6,+P0",0,5,32970,1.08,0.75
6100,"f41v.6,+P0",0,2,32972,1.0802,1.0
6101,"f41v.6,+P0",0,6,32978,1.0803,0.8
6102,"f41v.7,+P0",0,5,32983,1.0805,0.75
6103,"f41v.7,+P0",0,4,32987,1.0807,0.3333
6104,"f41v.7,+P0",0,6,32993,1.0809,1.0
6105,"f41v.7,+P0",0,5,32998,1.081,0.75
6106,"f41v.7,+P0",0,14,33012,1.0812,0.9231
6107,"f41v.7,+P0",0,6,33018,1.0814,0.8
6108,"f41v.7,+P0",0,3,33021,1.0816,1.0
6109,"f41v.8,+P0",0,5,33026,1.0818,0.75
6110,"f41v.8,+P0",0,6,33032,1.0819,0.8
6111,"f41v.8,+P0",0,10,33042,1.0821,0.8889
6112,"f41v.8,+P0",0,5,33047,1.0823,0.5
6113,"f42r.1,@P0",0,1,33048,1.0825,0.0
6114,"f42r.1,@P0",0,6,33054,1.0826,0.6
6115,"f42r.1,@P0",0,5,33059,1.0828,0.5
6116,"f42r.1,@P0",0,7,33066,1.083,0.6667
6117,"f42r.1,@P0",0,6,33072,1.0832,1.0
6118,"f42r.2,+P0",0,8,33080,1.0834,0.7143
6119,"f42r.2,+P0",0,4,33084,1.0835,1.0
6120,"f42r.2,+P0",0,5,33089,1.0837,0.5
6121,"f42r.2,+P0",0,8,33097,1.0839,0.5714
6122,"f42r.2,+P0",0,5,33102,1.0841,1.0
6123,"f42r.3,+P0",0,5,33107,1.0842,0.75
6124,"f42r.3,+P0",0,7,33114,1.0844,0.6667
6125,"f42r.3,+P0",0,6,33120,1.0846,0.8
6126,"f42r.3,+P0",0,5,33125,1.0848,0.75
6127,"f42r.3,+P0",0,3,33128,1.0849,1.0
6128,"f42r.4,+P0",0,4,33132,1.0851,1.0
6129,"f42r.4,+P0",0,6,33138,1.0853,0.8
6130,"f42r.4,+P0",0,6,33144,1.0855,0.8
6131,"f42r.4,+P0",0,3,33147,1.0857,1.0
6132,"f42r.4,+P0",0,7,33154,1.0858,0.6667
6133,"f42r.5,+P0",0,5,33159,1.086,0.75
6134,"f42r.5,+P0",0,7,33166,1.0862,0.6667
6135,"f42r.5,+P0",0,6,33172,1.0864,0.8
6136,"f42r.5,+P0",0,3,33175,1.0865,0.5
6137,"f42r.5,+P0",0,4,33179,1.0867,1.0
6138,"f42r.6,+Pc",0,6,33185,1.0869,0.8
6139,"f42r.6,+Pc",0,2,33187,1.0871,1.0
6140,"f42r.7,+P0",0,4,33191,1.0872,1.0
6141,"f42r.7,+P0",0,3,33194,1.0874,0.5
6142,"f42r.7,+P0",0,7,33201,1.0876,0.6667
6143,"f42r.7,+P0",0,8,33209,1.0878,0.7143
6144,"f42r.7,+P0",0,4,33213,1.088,0.6667
6145,"f42r.7,+P0",0,4,33217,1.0881,0.6667
6146,"f42r.8,+P0",0,5,33222,1.0883,0.75
6147,"f42r.8,+P0",0,5,33227,1.0885,1.0
6148,"f42r.8,+P0",0,5,33232,1.0887,0.75
6149,"f42r.8,+P0",0,4,33236,1.0888,1.0
6150,"f42r.8,+P0",0,4,33240,1.089,1.0
6151,"f42r.8,+P0",0,3,33243,1.0892,0.0
6152,"f42r.8,+P0",0,6,33249,1.0894,0.8
6153,"f42r.9,+P0",0,6,33255,1.0895,0.8
6154,"f42r.9,+P0",0,6,33261,1.0897,0.8
6155,"f42r.9,+P0",0,4,33265,1.0899,0.6667
6156,"f42r.9,+P0",0,7,33272,1.0901,0.8333
6157,"f42r.9,+P0",0,8,33280,1.0903,0.8571
6158,"f42r.10,+P0",0,5,33285,1.0904,0.5
6159,"f42r.10,+P0",0,3,33288,1.0906,1.0
6160,"f42r.10,+P0",0,5,33293,1.0908,0.75
6161,"f42r.10,+P0",0,5,33298,1.091,0.75
6162,"f42r.10,+P0",0,4,33302,1.0911,0.6667
6163,"f42r.10,+P0",0,5,33307,1.0913,0.75
6164,"f42r.10,+P0",0,13,33320,1.0915,0.8333
6165,"f42r.11,+P0",0,5,33325,1.0917,0.75
6166,"f42r.11,+P0",0,3,33328,1.0919,1.0
6167,"f42r.11,+P0",0,5,33333,1.092,1.0
6168,"f42r.11,+P0",0,5,33338,1.0922,0.75
6169,"f42r.11,+P0",0,4,33342,1.0924,1.0
6170,"f42r.11,+P0",0,6,33348,1.0926,0.6
6171,"f42r.11,+P0",0,6,33354,1.0927,0.8
6172,"f42r.11,+P0",0,6,33360,1.0929,1.0
6173,"f42r.12,+P0",0,6,33366,1.0931,0.8
6174,"f42r.12,+P0",0,4,33370,1.0933,1.0
6175,"f42r.12,+P0",0,4,33374,1.0934,1.0
6176,"f42r.12,+P0",0,8,33382,1.0936,0.7143
6177,"f42r.12,+P0",0,6,33388,1.0938,0.6
6178,"f42r.12,+P0",0,5,33393,1.094,0.5
6179,"f42r.12,+P0",0,3,33396,1.0942,1.0
6180,"f42r.13,+P0",0,5,33401,1.0943,0.75
6181,"f42r.13,+P0",0,4,33405,1.0945,1.0
6182,"f42r.13,+P0",0,4,33409,1.0947,0.6667
6183,"f42r.13,+P0",0,4,33413,1.0949,1.0
6184,"f42r.13,+P0",0,4,33417,1.095,1.0
6185,"f42r.13,+P0",0,5,33422,1.0952,0.75
6186,"f42r.13,+P0",0,4,33426,1.0954,0.6667
6187,"f42r.13,+P0",0,6,33432,1.0956,0.8
6188,"f42r.14,+P0",0,9,33441,1.0957,0.625
6189,"f42r.14,+P0",0,5,33446,1.0959,0.5
6190,"f42r.14,+P0",0,6,33452,1.0961,0.8
6191,"f42r.14,+P0",0,8,33460,1.0963,0.8571
6192,"f42r.14,+P0",0,8,33468,1.0965,0.5714
6193,"f42r.15,+Pr",0,6,33474,1.0966,1.0
6194,"f42r.15,+Pr",0,6,33480,1.0968,0.4
6195,"f42r.15,+Pr",0,7,33487,1.097,0.8333
6196,"f42r.16,+P0",0,7,33494,1.0972,0.5
6197,"f42r.16,+P0",0,5,33499,1.0973,1.0
6198,"f42r.16,+P0",0,6,33505,1.0975,0.8
6199,"f42r.16,+P0",0,3,33508,1.0977,0.5
6200,"f42r.16,+P0",0,5,33513,1.0979,0.75
6201,"f42r.16,+P0",0,5,33518,1.098,1.0
6202,"f42r.17,+P0",0,11,33529,1.0982,0.9
6203,"f42r.17,+P0",0,5,33534,1.0984,0.5
6204,"f42r.17,+P0",0,5,33539,1.0986,0.75
6205,"f42r.17,+P0",0,7,33546,1.0988,0.6667
6206,"f42r.17,+P0",0,7,33553,1.0989,0.6667
6207,"f42r.18,+P0",0,4,33557,1.0991,1.0
6208,"f42r.18,+P0",0,7,33564,1.0993,0.6667
6209,"f42r.18,+P0",0,6,33570,1.0995,0.6
6210,"f42r.18,+P0",0,3,33573,1.0996,0.5
6211,"f42r.18,+P0",0,5,33578,1.0998,0.75
6212,"f42r.18,+P0",0,7,33585,1.1,0.8333
6213,"f42r.19,+P0",0,7,33592,1.1002,0.5
6214,"f42r.19,+P0",0,5,33597,1.1003,0.75
6215,"f42r.19,+P0",0,8,33605,1.1005,0.8571
6216,"f42r.19,+P0",0,4,33609,1.1007,1.0
6217,"f42r.19,+P0",0,2,33611,1.1009,1.0
6218,"f42r.20,+P0",0,4,33615,1.1011,1.0
6219,"f42r.20,+P0",0,4,33619,1.1012,1.0
6220,"f42r.20,+P0",0,5,33624,1.1014,0.5
6221,"f42r.20,+P0",0,4,33628,1.1016,0.6667
6222,"f42r.20,+P0",0,3,33631,1.1018,1.0
6223,"f42r.20,+P0",0,4,33635,1.1019,1.0
6224,"f42r.20,+P0",0,4,33639,1.1021,1.0
6225,"f42r.20,+P0",0,4,33643,1.1023,1.0
6226,"f42r.21,+P0",0,4,33647,1.1025,1.0
6227,"f42r.21,+P0",0,4,33651,1.1027,1.0
6228,"f42r.21,+P0",0,4,33655,1.1028,1.0
6229,"f42r.21,+P0",0,4,33659,1.103,1.0
6230,"f42r.21,+P0",0,4,33663,1.1032,0.6667
6231,"f42r.21,+P0",0,1,33664,1.1034,0.0
6232,"f42r.21,+P0",0,4,33668,1.1035,0.6667
6233,"f42r.22,+P0",0,7,33675,1.1037,0.8333
6234,"f42r.22,+P0",0,4,33679,1.1039,1.0
6235,"f42r.22,+P0",0,7,33686,1.1041,0.6667
6236,"f42r.22,+P0",0,7,33693,1.1042,1.0
6237,"f42r.22,+P0",0,6,33699,1.1044,0.8
6238,"f42r.23,+Pr",0,11,33710,1.1046,0.9
6239,"f42r.23,+Pr",0,9,33719,1.1048,0.875
6240,"f42v.1,@P0",0,8,33727,1.105,1.0
6241,"f42v.1,@P0",0,5,33732,1.1051,0.75
6242,"f42v.1,@P0",0,5,33737,1.1053,1.0
6243,"f42v.1,@P0",0,5,33742,1.1055,0.75
6244,"f42v.1,@P0",0,9,33751,1.1057,0.875
6245,"f42v.1,@P0",0,4,33755,1.1058,1.0
6246,"f42v.1,@P0",0,4,33759,1.106,0.6667
6247,"f42v.2,+P0",0,5,33764,1.1062,0.5
6248,"f42v.2,+P0",0,5,33769,1.1064,0.75
6249,"f42v.2,+P0",0,1,33770,1.1065,0.0
6250,"f42v.2,+P0",0,5,33775,1.1067,0.75
6251,"f42v.2,+P0",0,6,33781,1.1069,0.6
6252,"f42v.2,+P0",0,1,33782,1.1071,0.0
6253,"f42v.2,+P0",0,7,33789,1.1073,0.5
6254,"f42v.2,+P0",0,4,33793,1.1074,0.6667
6255,"f42v.2,+P0",0,5,33798,1.1076,0.75
6256,"f42v.3,+P0",0,3,33801,1.1078,1.0
6257,"f42v.3,+P0",0,7,33808,1.108,0.8333
6258,"f42v.3,+P0",0,6,33814,1.1081,0.8
6259,"f42v.3,+P0",0,3,33817,1.1083,0.0
6260,"f42v.3,+P0",0,4,33821,1.1085,1.0
6261,"f42v.3,+P0",0,6,33827,1.1087,0.6
6262,"f42v.3,+P0",0,6,33833,1.1088,0.6
6263,"f42v.3,+P0",0,4,33837,1.109,0.3333
6264,"f42v.4,+P0",0,6,33843,1.1092,0.6
6265,"f42v.4,+P0",0,6,33849,1.1094,0.6
6266,"f42v.4,+P0",0,3,33852,1.1096,1.0
6267,"f42v.4,+P0",0,13,33865,1.1097,0.9167
6268,"f42v.4,+P0",0,8,33873,1.1099,0.8571
6269,"f42v.5,+P0",0,9,33882,1.1101,0.875
6270,"f42v.5,+P0",0,4,33886,1.1103,0.6667
6271,"f42v.5,+P0",0,15,33901,1.1104,0.7143
6272,"f42v.5,+P0",0,8,33909,1.1106,0.7143
6273,"f42v.6,+P0",0,8,33917,1.1108,0.7143
6274,"f42v.6,+P0",0,16,33933,1.111,0.7333
6275,"f42v.6,+P0",0,10,33943,1.1112,0.7778
6276,"f42v.7,+P0",0,4,33947,1.1113,0.6667
6277,"f42v.7,+P0",0,8,33955,1.1115,0.7143
6278,"f42v.7,+P0",0,16,33971,1.1117,0.6667
6279,"f42v.8,+P0",0,5,33976,1.1119,1.0
6280,"f42v.8,+P0",0,5,33981,1.112,0.75
6281,"f42v.9,+P0",0,7,33988,1.1122,1.0
6282,"f42v.9,+P0",0,3,33991,1.1124,1.0
6283,"f42v.9,+P0",0,4,33995,1.1126,1.0
6284,"f42v.9,+P0",0,8,34003,1.1127,0.7143
6285,"f42v.9,+P0",0,8,34011,1.1129,0.7143
6286,"f42v.9,+P0",0,5,34016,1.1131,0.75
6287,"f42v.9,+P0",0,4,34020,1.1133,0.6667
6288,"f42v.10,+P0",0,5,34025,1.1135,1.0
6289,"f42v.10,+P0",0,6,34031,1.1136,0.6
6290,"f42v.10,+P0",0,3,34034,1.1138,0.5
6291,"f42v.10,+P0",0,4,34038,1.114,1.0
6292,"f42v.10,+P0",0,4,34042,1.1142,1.0
6293,"f42v.10,+P0",0,10,34052,1.1143,0.7778
6294,"f42v.10,+P0",0,8,34060,1.1145,1.0
6295,"f42v.11,+P0",0,2,34062,1.1147,1.0
6296,"f42v.11,+P0",0,4,34066,1.1149,0.6667
6297,"f42v.11,+P0",0,6,34072,1.115,0.6
6298,"f42v.11,+P0",0,5,34077,1.1152,1.0
6299,"f42v.11,+P0",0,5,34082,1.1154,1.0
6300,"f42v.11,+P0",0,12,34094,1.1156,0.6364
6301,"f42v.11,+P0",0,8,34102,1.1158,0.8571
6302,"f42v.12,+P0",0,8,34110,1.1159,0.7143
6303,"f42v.12,+P0",0,4,34114,1.1161,1.0
6304,"f42v.12,+P0",0,2,34116,1.1163,1.0
6305,"f42v.12,+P0",0,6,34122,1.1165,0.8
6306,"f42v.12,+P0",0,14,34136,1.1166,0.6923
6307,"f42v.12,+P0",0,7,34143,1.1168,0.6667
6308,"f42v.13,+P0",0,3,34146,1.117,1.0
6309,"f42v.13,+P0",0,4,34150,1.1172,0.6667
6310,"f42v.13,+P0",0,4,34154,1.1173,1.0
6311,"f42v.13,+P0",0,4,34158,1.1175,0.6667
6312,"f42v.13,+P0",0,4,34162,1.1177,0.6667
6313,"f42v.13,+P0",0,12,34174,1.1179,0.7273
6314,"f42v.13,+P0",0,5,34179,1.1181,0.75
6315,"f42v.14,+P0",0,6,34185,1.1182,0.6
6316,"f42v.14,+P0",0,3,34188,1.1184,0.5
6317,"f42v.14,+P0",0,4,34192,1.1186,0.6667
6318,"f42v.14,+P0",0,4,34196,1.1188,0.3333
6319,"f42v.14,+P0",0,3,34199,1.1189,1.0
6320,"f42v.14,+P0",0,10,34209,1.1191,0.8889
6321,"f42v.14,+P0",0,4,34213,1.1193,1.0
6322,"f42v.15,+P0",0,6,34219,1.1195,0.6
6323,"f42v.15,+P0",0,4,34223,1.1197,1.0
6324,"f42v.15,+P0",0,4,34227,1.1198,0.3333
6325,"f42v.16,=Pt",0,4,34231,1.12,0.6667
6326,"f42v.16,=Pt",0,5,34236,1.1202,0.75
6327,"f43r.1,@P0",0,9,34245,1.1204,0.875
6328,"f43r.1,@P0",0,5,34250,1.1205,1.0
6329,"f43r.1,@P0",0,5,34255,1.1207,1.0
6330,"f43r.1,@P0",0,7,34262,1.1209,0.6667
6331,"f43r.1,@P0",0,8,34270,1.1211,0.8571
6332,"f43r.1,@P0",0,4,34274,1.1212,1.0
6333,"f43r.1,@P0",0,4,34278,1.1214,1.0
6334,"f43r.1,@P0",0,5,34283,1.1216,1.0
6335,"f43r.1,@P0",0,4,34287,1.1218,0.6667
6336,"f43r.1,@P0",0,5,34292,1.122,0.5
6337,"f43r.1,@P0",0,3,34295,1.1221,1.0
6338,"f43r.2,+P0",0,6,34301,1.1223,1.0
6339,"f43r.2,+P0",0,5,34306,1.1225,0.75
6340,"f43r.2,+P0",0,5,34311,1.1227,1.0
6341,"f43r.2,+P0",0,2,34313,1.1228,1.0
6342,"f43r.2,+P0",0,5,34318,1.123,0.5
6343,"f43r.2,+P0",0,3,34321,1.1232,1.0
6344,"f43r.2,+P0",0,4,34325,1.1234,1.0
6345,"f43r.2,+P0",0,6,34331,1.1235,0.6
6346,"f43r.2,+P0",0,5,34336,1.1237,1.0
6347,"f43r.2,+P0",0,6,34342,1.1239,0.8
6348,"f43r.2,+P0",0,5,34347,1.1241,0.75
6349,"f43r.2,+P0",0,4,34351,1.1243,0.6667
6350,"f43r.3,+P0",0,3,34354,1.1244,0.5
6351,"f43r.3,+P0",0,3,34357,1.1246,0.5
6352,"f43r.3,+P0",0,3,34360,1.1248,0.0
6353,"f43r.3,+P0",0,3,34363,1.125,1.0
6354,"f43r.3,+P0",0,3,34366,1.1251,1.0
6355,"f43r.3,+P0",0,3,34369,1.1253,0.5
6356,"f43r.3,+P0",0,4,34373,1.1255,1.0
6357,"f43r.3,+P0",0,6,34379,1.1257,1.0
6358,"f43r.3,+P0",0,5,34384,1.1258,0.75
6359,"f43r.3,+P0",0,4,34388,1.126,0.3333
6360,"f43r.3,+P0",0,6,34394,1.1262,0.4
6361,"f43r.3,+P0",0,3,34397,1.1264,1.0
6362,"f43r.3,+P0",0,4,34401,1.1266,0.6667
6363,"f43r.3,+P0",0,4,34405,1.1267,0.6667
6364,"f43r.4,+P0",0,6,34411,1.1269,1.0
6365,"f43r.4,+P0",0,13,34424,1.1271,0.75
6366,"f43r.4,+P0",0,4,34428,1.1273,1.0
6367,"f43r.4,+P0",0,3,34431,1.1274,1.0
6368,"f43r.4,+P0",0,7,34438,1.1276,1.0
6369,"f43r.4,+P0",0,6,34444,1.1278,0.6
6370,"f43r.4,+P0",0,6,34450,1.128,0.8
6371,"f43r.4,+P0",0,5,34455,1.1282,1.0
6372,"f43r.4,+P0",0,3,34458,1.1283,0.0
6373,"f43r.4,+P0",0,4,34462,1.1285,0.3333
6374,"f43r.5,+P0",0,4,34466,1.1287,1.0
6375,"f43r.5,+P0",0,4,34470,1.1289,1.0
6376,"f43r.5,+P0",0,7,34477,1.129,0.8333
6377,"f43r.5,+P0",0,6,34483,1.1292,0.8
6378,"f43r.5,+P0",0,5,34488,1.1294,0.75
6379,"f43r.5,+P0",0,5,34493,1.1296,0.75
6380,"f43r.5,+P0",0,3,34496,1.1297,1.0
6381,"f43r.5,+P0",0,8,34504,1.1299,0.7143
6382,"f43r.5,+P0",0,3,34507,1.1301,0.5
6383,"f43r.5,+P0",0,5,34512,1.1303,0.5
6384,"f43r.5,+P0",0,5,34517,1.1305,0.5
6385,"f43r.6,+P0",0,6,34523,1.1306,1.0
6386,"f43r.6,+P0",0,5,34528,1.1308,1.0
6387,"f43r.6,+P0",0,4,34532,1.131,1.0
6388,"f43r.6,+P0",0,6,34538,1.1312,1.0
6389,"f43r.6,+P0",0,12,34550,1.1313,0.7273
6390,"f43r.7,+P0",0,6,34556,1.1315,0.8
6391,"f43r.7,+P0",0,10,34566,1.1317,0.5556
