Line_ID,Folio,Token_Count,Operator_Count,Z_t,Clock_Phase,C_star_t
0,"f1r.1,@P0",0,6,6,0.0,0.6
1,"f1r.1,@P0",0,4,10,0.0002,1.0
2,"f1r.1,@P0",0,2,12,0.0004,1.0
3,"f1r.1,@P0",0,6,18,0.0005,0.6
4,"f1r.1,@P0",0,4,22,0.0007,1.0
5,"f1r.1,@P0",0,5,27,0.0009,1.0
6,"f1r.1,@P0",0,3,30,0.0011,1.0
7,"f1r.1,@P0",0,1,31,0.0012,0.0
8,"f1r.1,@P0",0,3,34,0.0014,1.0
9,"f1r.1,@P0",0,6,40,0.0016,0.8
10,"f1r.2,+P0",0,4,44,0.0018,1.0
11,"f1r.2,+P0",0,5,49,0.0019,0.75
12,"f1r.2,+P0",0,4,53,0.0021,0.6667
13,"f1r.2,+P0",0,4,57,0.0023,1.0
14,"f1r.2,+P0",0,7,64,0.0025,0.6667
15,"f1r.2,+P0",0,4,68,0.0027,1.0
16,"f1r.2,+P0",0,3,71,0.0028,1.0
17,"f1r.2,+P0",0,5,76,0.003,0.75
18,"f1r.2,+P0",0,9,85,0.0032,0.75
19,"f1r.3,+P0",0,6,91,0.0034,1.0
20,"f1r.3,+P0",0,5,96,0.0035,0.5
21,"f1r.3,+P0",0,2,98,0.0037,1.0
22,"f1r.3,+P0",0,6,104,0.0039,0.8
23,"f1r.3,+P0",0,4,108,0.0041,1.0
24,"f1r.3,+P0",0,7,115,0.0042,0.8333
25,"f1r.3,+P0",0,5,120,0.0044,0.75
26,"f1r.3,+P0",0,7,127,0.0046,0.8333
27,"f1r.3,+P0",0,2,129,0.0048,1.0
28,"f1r.4,+P0",0,5,134,0.005,0.75
29,"f1r.4,+P0",0,5,139,0.0051,0.5
30,"f1r.4,+P0",0,11,150,0.0053,0.7
31,"f1r.4,+P0",0,12,162,0.0055,0.8182
32,"f1r.4,+P0",0,6,168,0.0057,0.6
33,"f1r.4,+P0",0,2,170,0.0058,1.0
34,"f1r.4,+P0",0,4,174,0.006,0.3333
35,"f1r.5,+P0",0,6,180,0.0062,0.8
36,"f1r.5,+P0",0,5,185,0.0064,1.0
37,"f1r.5,+P0",0,7,192,0.0066,0.6667
38,"f1r.5,+P0",0,5,197,0.0067,0.75
39,"f1r.5,+P0",0,7,204,0.0069,0.6667
40,"f1r.6,=Pt",0,9,213,0.0071,0.75
41,"f1r.7,*P0",0,4,217,0.0073,1.0
42,"f1r.7,*P0",0,4,221,0.0074,1.0
43,"f1r.7,*P0",0,5,226,0.0076,0.5
44,"f1r.7,*P0",0,5,231,0.0078,0.5
45,"f1r.7,*P0",0,2,233,0.008,1.0
46,"f1r.7,*P0",0,1,234,0.0081,0.0
47,"f1r.7,*P0",0,8,242,0.0083,0.7143
48,"f1r.7,*P0",0,7,249,0.0085,1.0
49,"f1r.8,+P0",0,5,254,0.0087,0.5
50,"f1r.8,+P0",0,5,259,0.0089,1.0
51,"f1r.8,+P0",0,6,265,0.009,0.6
52,"f1r.8,+P0",0,6,271,0.0092,0.8
53,"f1r.8,+P0",0,7,278,0.0094,0.6667
54,"f1r.8,+P0",0,6,284,0.0096,0.8
55,"f1r.8,+P0",0,4,288,0.0097,0.6667
56,"f1r.8,+P0",0,4,292,0.0099,1.0
57,"f1r.8,+P0",0,3,295,0.0101,1.0
58,"f1r.9,+P0",0,5,300,0.0103,0.75
59,"f1r.9,+P0",0,4,304,0.0104,1.0
60,"f1r.9,+P0",0,5,309,0.0106,0.75
61,"f1r.9,+P0",0,5,314,0.0108,1.0
62,"f1r.10,=Pt",0,4,318,0.011,0.6667
63,"f1r.10,=Pt",0,2,320,0.0112,1.0
64,"f1r.10,=Pt",0,5,325,0.0113,1.0
65,"f1r.11,*P0",0,5,330,0.0115,0.5
66,"f1r.11,*P0",0,9,339,0.0117,0.75
67,"f1r.11,*P0",0,3,342,0.0119,0.5
68,"f1r.11,*P0",0,5,347,0.012,0.5
69,"f1r.11,*P0",0,5,352,0.0122,0.75
70,"f1r.11,*P0",0,6,358,0.0124,0.8
71,"f1r.11,*P0",0,10,368,0.0126,0.8889
72,"f1r.12,+P0",0,5,373,0.0127,0.5
73,"f1r.12,+P0",0,5,378,0.0129,0.5
74,"f1r.12,+P0",0,7,385,0.0131,0.6667
75,"f1r.12,+P0",0,5,390,0.0133,0.75
76,"f1r.12,+P0",0,4,394,0.0135,0.3333
77,"f1r.12,+P0",0,7,401,0.0136,0.8333
78,"f1r.12,+P0",0,6,407,0.0138,0.6
79,"f1r.12,+P0",0,5,412,0.014,0.75
80,"f1r.13,+P0",0,4,416,0.0142,0.6667
81,"f1r.13,+P0",0,5,421,0.0143,0.5
82,"f1r.13,+P0",0,7,428,0.0145,0.8333
83,"f1r.13,+P0",0,4,432,0.0147,0.3333
84,"f1r.13,+P0",0,10,442,0.0149,0.7778
85,"f1r.13,+P0",0,5,447,0.0151,0.5
86,"f1r.13,+P0",0,3,450,0.0152,1.0
87,"f1r.13,+P0",0,6,456,0.0154,0.6
88,"f1r.13,+P0",0,1,457,0.0156,0.0
89,"f1r.14,+P0",0,4,461,0.0158,0.6667
90,"f1r.14,+P0",0,4,465,0.0159,0.6667
91,"f1r.14,+P0",0,4,469,0.0161,1.0
92,"f1r.14,+P0",0,6,475,0.0163,0.8
93,"f1r.14,+P0",0,7,482,0.0165,0.8333
94,"f1r.14,+P0",0,4,486,0.0166,1.0
95,"f1r.14,+P0",0,4,490,0.0168,0.3333
96,"f1r.14,+P0",0,3,493,0.017,0.5
97,"f1r.14,+P0",0,4,497,0.0172,0.3333
98,"f1r.14,+P0",0,3,500,0.0174,1.0
99,"f1r.15,+P0",0,5,505,0.0175,0.75
100,"f1r.15,+P0",0,7,512,0.0177,0.6667
101,"f1r.15,+P0",0,2,514,0.0179,1.0
102,"f1r.15,+P0",0,1,515,0.0181,0.0
103,"f1r.15,+P0",0,4,519,0.0182,1.0
104,"f1r.15,+P0",0,4,523,0.0184,0.6667
105,"f1r.15,+P0",0,3,526,0.0186,1.0
106,"f1r.15,+P0",0,4,530,0.0188,1.0
107,"f1r.15,+P0",0,4,534,0.0189,1.0
108,"f1r.15,+P0",0,3,537,0.0191,1.0
109,"f1r.15,+P0",0,4,541,0.0193,1.0
110,"f1r.16,+P0",0,3,544,0.0195,1.0
111,"f1r.16,+P0",0,4,548,0.0197,1.0
112,"f1r.16,+P0",0,6,554,0.0198,0.8
113,"f1r.16,+P0",0,4,558,0.02,0.3333
114,"f1r.16,+P0",0,4,562,0.0202,0.6667
115,"f1r.16,+P0",0,1,563,0.0204,0.0
116,"f1r.16,+P0",0,2,565,0.0205,1.0
117,"f1r.16,+P0",0,8,573,0.0207,0.8571
118,"f1r.16,+P0",0,3,576,0.0209,1.0
119,"f1r.16,+P0",0,5,581,0.0211,0.75
120,"f1r.17,+P0",0,4,585,0.0212,1.0
121,"f1r.17,+P0",0,5,590,0.0214,0.75
122,"f1r.17,+P0",0,7,597,0.0216,0.6667
123,"f1r.17,+P0",0,10,607,0.0218,0.7778
124,"f1r.17,+P0",0,5,612,0.022,0.5
125,"f1r.17,+P0",0,4,616,0.0221,0.3333
126,"f1r.17,+P0",0,4,620,0.0223,0.6667
127,"f1r.18,+P0",0,3,623,0.0225,1.0
128,"f1r.18,+P0",0,4,627,0.0227,1.0
129,"f1r.18,+P0",0,3,630,0.0228,1.0
130,"f1r.18,+P0",0,7,637,0.023,0.6667
131,"f1r.18,+P0",0,7,644,0.0232,0.8333
132,"f1r.18,+P0",0,7,651,0.0234,0.8333
133,"f1r.18,+P0",0,4,655,0.0236,0.6667
134,"f1r.18,+P0",0,6,661,0.0237,0.2
135,"f1r.19,+P0",0,5,666,0.0239,1.0
136,"f1r.19,+P0",0,9,675,0.0241,0.75
137,"f1r.19,+P0",0,6,681,0.0243,0.8
138,"f1r.19,+P0",0,4,685,0.0244,0.6667
139,"f1r.19,+P0",0,8,693,0.0246,0.8571
140,"f1r.19,+P0",0,8,701,0.0248,0.8571
141,"f1r.19,+P0",0,6,707,0.025,0.6
142,"f1r.19,+P0",0,4,711,0.0251,0.6667
143,"f1r.20,+P0",0,4,715,0.0253,0.6667
144,"f1r.20,+P0",0,4,719,0.0255,1.0
145,"f1r.20,+P0",0,4,723,0.0257,0.6667
146,"f1r.20,+P0",0,4,727,0.0259,0.6667
147,"f1r.20,+P0",0,5,732,0.026,0.5
148,"f1r.21,=Pt",0,4,736,0.0262,0.6667
149,"f1r.21,=Pt",0,6,742,0.0264,0.8
150,"f1r.22,*P0",0,4,746,0.0266,0.6667
151,"f1r.22,*P0",0,6,752,0.0267,0.8
152,"f1r.22,*P0",0,9,761,0.0269,0.75
153,"f1r.22,*P0",0,4,765,0.0271,1.0
154,"f1r.22,*P0",0,9,774,0.0273,0.875
155,"f1r.22,*P0",0,4,778,0.0274,0.6667
156,"f1r.22,*P0",0,6,784,0.0276,0.4
157,"f1r.22,*P0",0,3,787,0.0278,1.0
158,"f1r.22,*P0",0,6,793,0.028,1.0
159,"f1r.23,+P0",0,5,798,0.0282,0.5
160,"f1r.23,+P0",0,4,802,0.0283,1.0
161,"f1r.23,+P0",0,4,806,0.0285,0.6667
162,"f1r.23,+P0",0,5,811,0.0287,0.75
163,"f1r.23,+P0",0,3,814,0.0289,1.0
164,"f1r.23,+P0",0,5,819,0.029,1.0
165,"f1r.23,+P0",0,5,824,0.0292,0.75
166,"f1r.23,+P0",0,3,827,0.0294,1.0
167,"f1r.23,+P0",0,4,831,0.0296,0.6667
168,"f1r.23,+P0",0,5,836,0.0297,0.75
169,"f1r.24,+P0",0,3,839,0.0299,1.0
170,"f1r.24,+P0",0,2,841,0.0301,1.0
171,"f1r.24,+P0",0,5,846,0.0303,0.75
172,"f1r.24,+P0",0,7,853,0.0305,0.8333
173,"f1r.24,+P0",0,4,857,0.0306,0.6667
174,"f1r.24,+P0",0,5,862,0.0308,0.75
175,"f1r.24,+P0",0,3,865,0.031,1.0
176,"f1r.24,+P0",0,5,870,0.0312,0.75
177,"f1r.24,+P0",0,5,875,0.0313,0.75
178,"f1r.24,+P0",0,8,883,0.0315,0.7143
179,"f1r.25,+P0",0,6,889,0.0317,0.8
180,"f1r.25,+P0",0,5,894,0.0319,0.5
181,"f1r.25,+P0",0,3,897,0.0321,0.0
182,"f1r.25,+P0",0,5,902,0.0322,0.75
183,"f1r.25,+P0",0,6,908,0.0324,0.6
184,"f1r.25,+P0",0,7,915,0.0326,0.6667
185,"f1r.25,+P0",0,6,921,0.0328,1.0
186,"f1r.25,+P0",0,6,927,0.0329,0.8
187,"f1r.25,+P0",0,3,930,0.0331,1.0
188,"f1r.26,+P0",0,5,935,0.0333,1.0
189,"f1r.26,+P0",0,5,940,0.0335,1.0
190,"f1r.26,+P0",0,6,946,0.0336,0.8
191,"f1r.26,+P0",0,4,950,0.0338,0.3333
192,"f1r.26,+P0",0,7,957,0.034,0.6667
193,"f1r.26,+P0",0,4,961,0.0342,0.6667
194,"f1r.26,+P0",0,8,969,0.0344,0.8571
195,"f1r.26,+P0",0,5,974,0.0345,0.75
196,"f1r.27,+P0",0,4,978,0.0347,1.0
197,"f1r.27,+P0",0,4,982,0.0349,1.0
198,"f1r.27,+P0",0,4,986,0.0351,0.6667
199,"f1r.27,+P0",0,5,991,0.0352,0.5
200,"f1r.27,+P0",0,6,997,0.0354,0.6
201,"f1r.28,=Pt",0,7,1004,0.0356,0.8333
202,"f1v.1,@P0",0,5,1009,0.0358,1.0
203,"f1v.1,@P0",0,8,1017,0.0359,0.5714
204,"f1v.1,@P0",0,11,1028,0.0361,0.8
205,"f1v.1,@P0",0,4,1032,0.0363,1.0
206,"f1v.1,@P0",0,8,1040,0.0365,0.7143
207,"f1v.2,+P0",0,5,1045,0.0367,0.75
208,"f1v.2,+P0",0,4,1049,0.0368,1.0
209,"f1v.2,+P0",0,2,1051,0.037,1.0
210,"f1v.2,+P0",0,8,1059,0.0372,0.7143
211,"f1v.2,+P0",0,5,1064,0.0374,0.75
212,"f1v.2,+P0",0,6,1070,0.0375,0.8
213,"f1v.2,+P0",0,5,1075,0.0377,1.0
214,"f1v.3,+P0",0,7,1082,0.0379,0.6667
215,"f1v.3,+P0",0,8,1090,0.0381,0.5714
216,"f1v.3,+P0",0,10,1100,0.0382,0.4444
217,"f1v.3,+P0",0,4,1104,0.0384,0.3333
218,"f1v.3,+P0",0,8,1112,0.0386,0.8571
219,"f1v.3,+P0",0,3,1115,0.0388,1.0
220,"f1v.4,+P0",0,3,1118,0.039,1.0
221,"f1v.4,+P0",0,6,1124,0.0391,0.8
222,"f1v.4,+P0",0,4,1128,0.0393,1.0
223,"f1v.4,+P0",0,9,1137,0.0395,0.625
224,"f1v.4,+P0",0,7,1144,0.0397,0.8333
225,"f1v.5,+P0",0,5,1149,0.0398,0.5
226,"f1v.5,+P0",0,4,1153,0.04,1.0
227,"f1v.5,+P0",0,4,1157,0.0402,1.0
228,"f1v.5,+P0",0,9,1166,0.0404,0.75
229,"f1v.5,+P0",0,4,1170,0.0406,0.6667
230,"f1v.5,+P0",0,4,1174,0.0407,1.0
231,"f1v.5,+P0",0,7,1181,0.0409,0.6667
232,"f1v.5,+P0",0,6,1187,0.0411,0.8
233,"f1v.6,+P0",0,5,1192,0.0413,0.5
234,"f1v.6,+P0",0,4,1196,0.0414,1.0
235,"f1v.6,+P0",0,11,1207,0.0416,0.9
236,"f1v.6,+P0",0,11,1218,0.0418,0.7
237,"f1v.6,+P0",0,5,1223,0.042,1.0
238,"f1v.6,+P0",0,3,1226,0.0421,1.0
239,"f1v.6,+P0",0,3,1229,0.0423,0.5
240,"f1v.6,+P0",0,4,1233,0.0425,0.3333
241,"f1v.7,+P0",0,2,1235,0.0427,1.0
242,"f1v.7,+P0",0,9,1244,0.0429,1.0
243,"f1v.7,+P0",0,5,1249,0.043,1.0
244,"f1v.7,+P0",0,3,1252,0.0432,1.0
245,"f1v.7,+P0",0,9,1261,0.0434,0.625
246,"f1v.7,+P0",0,3,1264,0.0436,1.0
247,"f1v.7,+P0",0,4,1268,0.0437,1.0
248,"f1v.7,+P0",0,4,1272,0.0439,1.0
249,"f1v.7,+P0",0,10,1282,0.0441,1.0
250,"f1v.8,+P0",0,8,1290,0.0443,0.7143
251,"f1v.8,+P0",0,9,1299,0.0444,0.75
252,"f1v.8,+P0",0,4,1303,0.0446,1.0
253,"f1v.8,+P0",0,6,1309,0.0448,0.8
254,"f1v.8,+P0",0,5,1314,0.045,0.75
255,"f1v.8,+P0",0,5,1319,0.0452,1.0
256,"f1v.8,+P0",0,4,1323,0.0453,1.0
257,"f1v.8,+P0",0,5,1328,0.0455,0.75
258,"f1v.9,+P0",0,4,1332,0.0457,1.0
259,"f1v.9,+P0",0,4,1336,0.0459,0.6667
260,"f1v.9,+P0",0,4,1340,0.046,1.0
261,"f1v.9,+P0",0,6,1346,0.0462,0.6
262,"f1v.9,+P0",0,7,1353,0.0464,0.8333
263,"f1v.9,+P0",0,5,1358,0.0466,1.0
264,"f1v.9,+P0",0,6,1364,0.0467,0.8
265,"f1v.9,+P0",0,3,1367,0.0469,1.0
266,"f1v.9,+P0",0,3,1370,0.0471,1.0
267,"f1v.10,+P0",0,4,1374,0.0473,1.0
268,"f1v.10,+P0",0,8,1382,0.0475,0.7143
269,"f1v.10,+P0",0,3,1385,0.0476,1.0
270,"f1v.10,+P0",0,11,1396,0.0478,0.9
271,"f1v.10,+P0",0,3,1399,0.048,1.0
272,"f1v.10,+P0",0,6,1405,0.0482,1.0
273,"f2r.1,@P0",0,7,1412,0.0483,0.3333
274,"f2r.1,@P0",0,6,1418,0.0485,1.0
275,"f2r.1,@P0",0,5,1423,0.0487,0.75
276,"f2r.1,@P0",0,14,1437,0.0489,0.8462
277,"f2r.1,@P0",0,7,1444,0.0491,0.6667
278,"f2r.2,+P0",0,13,1457,0.0492,0.9167
279,"f2r.2,+P0",0,5,1462,0.0494,0.75
280,"f2r.2,+P0",0,4,1466,0.0496,0.3333
281,"f2r.3,+P0",0,12,1478,0.0498,0.6364
282,"f2r.3,+P0",0,5,1483,0.0499,1.0
283,"f2r.3,+P0",0,3,1486,0.0501,0.5
284,"f2r.3,+P0",0,9,1495,0.0503,0.75
285,"f2r.4,+P0",0,17,1512,0.0505,0.8125
286,"f2r.4,+P0",0,12,1524,0.0506,0.7273
287,"f2r.4,+P0",0,1,1525,0.0508,0.0
288,"f2r.5,+P0",0,7,1532,0.051,0.8333
289,"f2r.5,+P0",0,26,1558,0.0512,0.8
290,"f2r.5,+P0",0,3,1561,0.0514,0.5
291,"f2r.6,+P0",0,5,1566,0.0515,0.75
292,"f2r.6,+P0",0,10,1576,0.0517,0.6667
293,"f2r.6,+P0",0,14,1590,0.0519,0.8462
294,"f2r.6,+P0",0,4,1594,0.0521,0.6667
295,"f2r.6,+P0",0,4,1598,0.0522,0.3333
296,"f2r.7,+P0",0,4,1602,0.0524,1.0
297,"f2r.7,+P0",0,4,1606,0.0526,0.3333
298,"f2r.7,+P0",0,14,1620,0.0528,0.7692
299,"f2r.8,+P0",0,6,1626,0.0529,0.4
300,"f2r.8,+P0",0,6,1632,0.0531,0.8
301,"f2r.8,+P0",0,3,1635,0.0533,0.5
302,"f2r.8,+P0",0,1,1636,0.0535,0.0
303,"f2r.8,+P0",0,4,1640,0.0537,1.0
304,"f2r.8,+P0",0,9,1649,0.0538,0.625
305,"f2r.8,+P0",0,7,1656,0.054,0.6667
306,"f2r.8,+P0",0,7,1663,0.0542,0.8333
307,"f2r.9,+P0",0,7,1670,0.0544,0.6667
308,"f2r.9,+P0",0,3,1673,0.0545,1.0
309,"f2r.9,+P0",0,5,1678,0.0547,0.75
310,"f2r.9,+P0",0,5,1683,0.0549,0.5
311,"f2r.9,+P0",0,5,1688,0.0551,1.0
312,"f2r.9,+P0",0,10,1698,0.0552,0.7778
313,"f2r.9,+P0",0,4,1702,0.0554,0.6667
314,"f2r.9,+P0",0,7,1709,0.0556,1.0
315,"f2r.10,+P0",0,5,1714,0.0558,0.5
316,"f2r.10,+P0",0,8,1722,0.056,0.8571
317,"f2r.10,+P0",0,4,1726,0.0561,1.0
318,"f2r.10,+P0",0,5,1731,0.0563,0.5
319,"f2r.10,+P0",0,10,1741,0.0565,0.6667
320,"f2r.10,+P0",0,4,1745,0.0567,1.0
321,"f2r.10,+P0",0,5,1750,0.0568,0.75
322,"f2r.10,+P0",0,7,1757,0.057,0.8333
323,"f2r.11,+P0",0,6,1763,0.0572,0.8
324,"f2r.11,+P0",0,3,1766,0.0574,1.0
325,"f2r.11,+P0",0,3,1769,0.0575,0.5
326,"f2r.11,+P0",0,5,1774,0.0577,1.0
327,"f2r.11,+P0",0,4,1778,0.0579,0.6667
328,"f2r.11,+P0",0,10,1788,0.0581,0.6667
329,"f2r.11,+P0",0,5,1793,0.0583,0.75
330,"f2r.11,+P0",0,5,1798,0.0584,0.75
331,"f2r.12,+P0",0,4,1802,0.0586,0.6667
332,"f2r.12,+P0",0,3,1805,0.0588,0.5
333,"f2r.12,+P0",0,4,1809,0.059,1.0
334,"f2r.12,+P0",0,5,1814,0.0591,0.75
335,"f2r.12,+P0",0,3,1817,0.0593,1.0
336,"f2r.12,+P0",0,2,1819,0.0595,0.0
337,"f2r.12,+P0",0,9,1828,0.0597,0.625
338,"f2r.12,+P0",0,5,1833,0.0599,0.5
339,"f2r.12,+P0",0,5,1838,0.06,0.5
340,"f2r.12,+P0",0,3,1841,0.0602,1.0
341,"f2r.13,+P0",0,3,1844,0.0604,1.0
342,"f2r.13,+P0",0,5,1849,0.0606,0.75
343,"f2r.13,+P0",0,4,1853,0.0607,0.6667
344,"f2r.13,+P0",0,5,1858,0.0609,0.75
345,"f2r.13,+P0",0,6,1864,0.0611,0.6
346,"f2r.14,@Lp",0,6,1870,0.0613,1.0
347,"f2r.15,@L0",0,3,1873,0.0614,1.0
348,"f2r.15,@L0",0,2,1875,0.0616,0.0
349,"f2r.15,@L0",0,2,1877,0.0618,0.0
350,"f2v.1,@P0",0,6,1883,0.062,0.8
351,"f2v.1,@P0",0,10,1893,0.0622,0.8889
352,"f2v.1,@P0",0,12,1905,0.0623,0.7273
353,"f2v.1,@P0",0,8,1913,0.0625,0.8571
354,"f2v.1,@P0",0,4,1917,0.0627,0.3333
355,"f2v.2,+P0",0,9,1926,0.0629,0.75
356,"f2v.2,+P0",0,3,1929,0.063,1.0
357,"f2v.2,+P0",0,4,1933,0.0632,1.0
358,"f2v.2,+P0",0,6,1939,0.0634,0.8
359,"f2v.2,+P0",0,6,1945,0.0636,1.0
360,"f2v.2,+P0",0,8,1953,0.0637,0.7143
361,"f2v.2,+P0",0,5,1958,0.0639,0.75
362,"f2v.3,+P0",0,5,1963,0.0641,0.5
363,"f2v.3,+P0",0,4,1967,0.0643,1.0
364,"f2v.3,+P0",0,4,1971,0.0645,0.3333
365,"f2v.3,+P0",0,4,1975,0.0646,1.0
366,"f2v.3,+P0",0,5,1980,0.0648,1.0
367,"f2v.3,+P0",0,13,1993,0.065,0.75
368,"f2v.3,+P0",0,5,1998,0.0652,0.75
369,"f2v.4,+P0",0,3,2001,0.0653,1.0
370,"f2v.4,+P0",0,5,2006,0.0655,1.0
371,"f2v.4,+P0",0,5,2011,0.0657,1.0
372,"f2v.4,+P0",0,8,2019,0.0659,0.8571
373,"f2v.5,+P0",0,5,2024,0.066,1.0
374,"f2v.5,+P0",0,3,2027,0.0662,0.5
375,"f2v.5,+P0",0,6,2033,0.0664,0.8
376,"f2v.5,+P0",0,9,2042,0.0666,0.625
377,"f2v.5,+P0",0,14,2056,0.0668,0.9231
378,"f2v.6,+P0",0,3,2059,0.0669,1.0
379,"f2v.6,+P0",0,4,2063,0.0671,1.0
380,"f2v.6,+P0",0,4,2067,0.0673,1.0
381,"f2v.6,+P0",0,4,2071,0.0675,1.0
382,"f2v.6,+P0",0,4,2075,0.0676,1.0
383,"f2v.6,+P0",0,3,2078,0.0678,0.5
384,"f2v.6,+P0",0,9,2087,0.068,0.5
385,"f2v.6,+P0",0,7,2094,0.0682,0.8333
386,"f2v.6,+P0",0,4,2098,0.0684,0.6667
387,"f2v.7,+P0",0,5,2103,0.0685,0.75
388,"f2v.7,+P0",0,8,2111,0.0687,0.7143
389,"f2v.7,+P0",0,7,2118,0.0689,0.6667
390,"f2v.7,+P0",0,12,2130,0.0691,0.9091
391,"f2v.7,+P0",0,3,2133,0.0692,1.0
392,"f2v.7,+P0",0,7,2140,0.0694,0.8333
393,"f2v.8,+P0",0,9,2149,0.0696,0.875
394,"f2v.8,+P0",0,4,2153,0.0698,1.0
395,"f2v.8,+P0",0,5,2158,0.0699,1.0
396,"f2v.8,+P0",0,4,2162,0.0701,1.0
397,"f2v.8,+P0",0,6,2168,0.0703,1.0
398,"f3r.1,@P0",0,6,2174,0.0705,0.8
399,"f3r.1,@P0",0,5,2179,0.0707,0.75
400,"f3r.1,@P0",0,4,2183,0.0708,1.0
401,"f3r.1,@P0",0,5,2188,0.071,0.75
402,"f3r.1,@P0",0,5,2193,0.0712,0.5
403,"f3r.2,+P0",0,6,2199,0.0714,1.0
404,"f3r.2,+P0",0,4,2203,0.0715,1.0
405,"f3r.2,+P0",0,3,2206,0.0717,0.5
406,"f3r.2,+P0",0,7,2213,0.0719,0.6667
407,"f3r.2,+P0",0,4,2217,0.0721,0.6667
408,"f3r.3,+P0",0,5,2222,0.0722,1.0
409,"f3r.3,+P0",0,7,2229,0.0724,1.0
410,"f3r.3,+P0",0,4,2233,0.0726,1.0
411,"f3r.3,+P0",0,5,2238,0.0728,0.75
412,"f3r.3,+P0",0,4,2242,0.073,0.3333
413,"f3r.4,+P0",0,5,2247,0.0731,0.75
414,"f3r.4,+P0",0,4,2251,0.0733,1.0
415,"f3r.4,+P0",0,4,2255,0.0735,1.0
416,"f3r.4,+P0",0,4,2259,0.0737,0.6667
417,"f3r.4,+P0",0,4,2263,0.0738,0.6667
418,"f3r.4,+P0",0,3,2266,0.074,1.0
419,"f3r.5,+P0",0,5,2271,0.0742,0.75
420,"f3r.5,+P0",0,7,2278,0.0744,1.0
421,"f3r.5,+P0",0,1,2279,0.0745,0.0
422,"f3r.5,+P0",0,4,2283,0.0747,0.6667
423,"f3r.5,+P0",0,5,2288,0.0749,0.75
424,"f3r.6,+P0",0,8,2296,0.0751,0.7143
425,"f3r.6,+P0",0,4,2300,0.0753,1.0
426,"f3r.6,+P0",0,5,2305,0.0754,0.5
427,"f3r.6,+P0",0,7,2312,0.0756,0.5
428,"f3r.7,+P0",0,6,2318,0.0758,0.8
429,"f3r.7,+P0",0,7,2325,0.076,0.8333
430,"f3r.7,+P0",0,4,2329,0.0761,0.6667
431,"f3r.7,+P0",0,4,2333,0.0763,0.6667
432,"f3r.7,+P0",0,4,2337,0.0765,0.6667
433,"f3r.8,+P0",0,6,2343,0.0767,0.8
434,"f3r.8,+P0",0,4,2347,0.0769,1.0
435,"f3r.8,+P0",0,4,2351,0.077,1.0
436,"f3r.8,+P0",0,3,2354,0.0772,0.0
437,"f3r.8,+P0",0,4,2358,0.0774,0.6667
438,"f3r.9,+P0",0,3,2361,0.0776,1.0
439,"f3r.9,+P0",0,3,2364,0.0777,1.0
440,"f3r.9,+P0",0,8,2372,0.0779,0.7143
441,"f3r.9,+P0",0,7,2379,0.0781,0.8333
442,"f3r.9,+P0",0,2,2381,0.0783,1.0
443,"f3r.10,+P0",0,4,2385,0.0784,0.6667
444,"f3r.10,+P0",0,9,2394,0.0786,0.75
445,"f3r.11,+P0",0,6,2400,0.0788,1.0
446,"f3r.11,+P0",0,4,2404,0.079,1.0
447,"f3r.11,+P0",0,4,2408,0.0792,0.6667
448,"f3r.11,+P0",0,5,2413,0.0793,1.0
449,"f3r.11,+P0",0,4,2417,0.0795,0.6667
450,"f3r.12,+P0",0,8,2425,0.0797,0.7143
451,"f3r.12,+P0",0,7,2432,0.0799,0.8333
452,"f3r.12,+P0",0,10,2442,0.08,0.8889
453,"f3r.12,+P0",0,5,2447,0.0802,0.5
454,"f3r.13,+P0",0,6,2453,0.0804,0.6
455,"f3r.13,+P0",0,8,2461,0.0806,0.7143
456,"f3r.13,+P0",0,6,2467,0.0807,0.8
457,"f3r.13,+P0",0,7,2474,0.0809,0.5
458,"f3r.13,+P0",0,6,2480,0.0811,1.0
459,"f3r.14,+P0",0,4,2484,0.0813,1.0
460,"f3r.14,+P0",0,6,2490,0.0815,1.0
461,"f3r.14,+P0",0,5,2495,0.0816,0.5
462,"f3r.14,+P0",0,6,2501,0.0818,0.6
463,"f3r.15,+P0",0,9,2510,0.082,0.75
464,"f3r.15,+P0",0,4,2514,0.0822,1.0
465,"f3r.15,+P0",0,2,2516,0.0823,1.0
466,"f3r.15,+P0",0,4,2520,0.0825,1.0
467,"f3r.15,+P0",0,6,2526,0.0827,1.0
468,"f3r.15,+P0",0,4,2530,0.0829,0.6667
469,"f3r.15,+P0",0,12,2542,0.083,0.7273
470,"f3r.16,+P0",0,5,2547,0.0832,0.75
471,"f3r.16,+P0",0,4,2551,0.0834,1.0
472,"f3r.16,+P0",0,1,2552,0.0836,0.0
473,"f3r.16,+P0",0,5,2557,0.0838,1.0
474,"f3r.16,+P0",0,5,2562,0.0839,0.25
475,"f3r.16,+P0",0,6,2568,0.0841,0.6
476,"f3r.16,+P0",0,5,2573,0.0843,0.75
477,"f3r.16,+P0",0,11,2584,0.0845,0.7
478,"f3r.17,+P0",0,5,2589,0.0846,0.75
479,"f3r.17,+P0",0,5,2594,0.0848,0.5
480,"f3r.17,+P0",0,6,2600,0.085,1.0
481,"f3r.17,+P0",0,9,2609,0.0852,0.875
482,"f3r.17,+P0",0,3,2612,0.0854,0.5
483,"f3r.18,+P0",0,9,2621,0.0855,0.75
